metrekare,Brüt_Metrekare,oda_sayisi,kat,Eşya_Durumu,binayasi,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
110,125,3,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1575000,eskisehir,4,Boş,Uygun,Yok,Kat Mülkiyeti,1
100,115,4,Yüksek Giriş,Boş,16-20,Kombi Doğalgaz,1840000,eskisehir,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
50,65,2,3.Kat,Eşyalı,10-May,Kombi Doğalgaz,1350000,eskisehir,3,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1
85,95,3,2.Kat,Boş,10-May,Kombi Doğalgaz,1690000,eskisehir,3,Kiracı Oturuyor,,Yok,Kat Mülkiyeti,1
85,95,3,2.Kat,Boş,15-Nov,Kombi Doğalgaz,1890000,eskisehir,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
43,53,1,2.Kat,Eşyalı,4,Kombi Doğalgaz,1050000,eskisehir,4,Boş,Uygun,Var,Kat Mülkiyeti,1
60,65,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1500000,eskisehir,3,Boş,,Var,Kat İrtifakı,1
50,60,2,3.Kat,Boş,10-May,Kombi Doğalgaz,1300000,eskisehir,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
85,90,3,Yüksek Giriş,Boş,15-Nov,Kombi Doğalgaz,1760000,eskisehir,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
150,165,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,4850000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,2
100,116,3,1.Kat,,4,Kombi Doğalgaz,1900000,eskisehir,3,Boş,,,,1
125,140,4,4.Kat,Boş,21 Ve Üzeri,Merkezi Kömür,2300000,eskisehir,7,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
100,105,3,2.Kat,,0 (Yeni),Yerden Isıtma,2350000,eskisehir,4,Boş,,,,1
170,175,5,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2750000,eskisehir,3,Boş,,Var,Kat İrtifakı,2
110,120,3,4.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,3000000,eskisehir,8,Boş,Uygun,,,1
95,100,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
60,62,2,3.Kat,Boş,10-May,Kombi Doğalgaz,1050000,eskisehir,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1
130,135,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2250000,eskisehir,3,Boş,Uygun,,Kat İrtifakı,1
130,140,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3750000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,2
140,150,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4500000,eskisehir,4,Boş,Uygun,,Kat Mülkiyeti,2
65,70,2,1.Kat,,0 (Yeni),Kombi Doğalgaz,1500000,eskisehir,2,Boş,,,,1
95,110,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1700000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
105,1101,3,Düz Giriş (Zemin),,0 (Yeni),Yerden Isıtma,1750000,eskisehir,3,Boş,Uygun,,,1
105,110,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2000000,eskisehir,3,Boş,,,Kat İrtifakı,1
90,95,3,2.Kat,Boş,4,Kombi Doğalgaz,1900000,eskisehir,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
150,170,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3750000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
60,65,2,2.Kat,,0 (Yeni),Kombi Doğalgaz,1345000,eskisehir,3,Boş,,,,1
100,110,3,2.Kat,,0 (Yeni),Kombi Doğalgaz,2300000,eskisehir,3,Boş,,,,2
125,140,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2675000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
120,135,4,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2500000,eskisehir,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
120,130,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3050000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
130,145,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2850000,eskisehir,3,Boş,Bilinmiyor,Var,,2
95,110,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2024000,eskisehir,3,Boş,Bilinmiyor,Var,,1
55,65,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1380000,eskisehir,2,Boş,Bilinmiyor,Var,,1
95,108,3,3.Kat,Boş,0 (Yeni),Yerden Isıtma,2375000,eskisehir,3,Boş,Bilinmiyor,Var,,1
110,120,4,1.Kat,Boş,10-May,Kombi Doğalgaz,2550000,eskisehir,3,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
160,180,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3600000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
160,180,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3750000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
120,130,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,2850000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
120,130,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,2650000,eskisehir,4,Boş,Bilinmiyor,Var,Kat İrtifakı,1
125,135,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,2850000,eskisehir,3,Boş,Bilinmiyor,Var,Kat İrtifakı,2
130,140,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3500000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,2
100,105,3,2.Kat,Boş,4,Kombi Doğalgaz,1850000,eskisehir,3,Boş,Uygun,,,1
160,165,4,2.Kat,Boş,16-20,Kombi Doğalgaz,5200000,eskisehir,3,Boş,,,,1
135,150,5,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4000000,eskisehir,3,Boş,Uygun,,Kat Mülkiyeti,2
145,155,4,2.Kat,,0 (Yeni),Kombi Doğalgaz,3100000,eskisehir,3,Boş,,,,2
95,105,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1575000,eskisehir,3,Boş,Uygun,Yok,Kat İrtifakı,1
135,150,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3750000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
85,100,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2750000,eskisehir,3,Boş,Uygun,,Kat Mülkiyeti,2
50,60,2,2.Kat,,0 (Yeni),Kombi Doğalgaz,1525000,eskisehir,3,Boş,,,,1
70,80,2,2.Kat,,0 (Yeni),Kombi Doğalgaz,1675000,eskisehir,3,Boş,,,,1
90,100,3,3.Kat,,2,Kombi Doğalgaz,2400000,eskisehir,3,Mülk Sahibi Oturuyor,,,,1
120,130,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,3000000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
95,110,3,1.Kat,Boş,15-Nov,Kombi Doğalgaz,2065000,eskisehir,4,Mülk Sahibi Oturuyor,,,,1
95,110,3,1.Kat,Eşyalı,16-20,Kombi Doğalgaz,1545000,eskisehir,4,Mülk Sahibi Oturuyor,,,,1
120,130,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3100000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
55,60,2,4.Kat,Eşyalı,10-May,Kombi Doğalgaz,1045000,eskisehir,4,Kiracı Oturuyor,,Yok,Kat Mülkiyeti,1
120,130,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3150000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
80,85,3,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000,eskisehir,3,Boş,Uygun,Var,,1
120,130,4,3.Kat,Boş,2,Kombi Doğalgaz,2000000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
125,140,4,2.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2100000,eskisehir,7,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
60,65,2,3.Kat,Boş,10-May,Kombi Doğalgaz,1575000,eskisehir,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
55,60,2,3.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,1250000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
120,130,4,3.Kat,Boş,4,Kombi Doğalgaz,2000000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
90,100,3,1.Kat,Boş,4,Kombi Doğalgaz,2100000,eskisehir,3,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
300,2270,6,,,21 Ve Üzeri,Sobalı,6000000,eskisehir,2,Kiracı Oturuyor,Uygun,Var,Arsa Tapulu,2
55,65,2,3.Kat,,15-Nov,Kombi Doğalgaz,1290000,eskisehir,4,Boş,,,,1
125,140,4,2.Kat,,15-Nov,Kombi Doğalgaz,2600000,eskisehir,4,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
120,130,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2550000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
126,150,5,Çatı Dubleks,,10-May,Kombi Doğalgaz,3700000,eskisehir,3,Mülk Sahibi Oturuyor,,,,2
195,235,5,1.Kat,Boş,0 (Yeni),Yerden Isıtma,7000000,eskisehir,3,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,2
130,145,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3000000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
50,60,2,4.Kat,Eşyalı,10-May,Kombi Doğalgaz,1050000,eskisehir,4,Boş,Uygun,,Kat Mülkiyeti,1
90,105,3,2.Kat,,0 (Yeni),Merkezi Doğalgaz,3600000,eskisehir,4,Boş,,Yok,,2
125,140,4,1.Kat,,0 (Yeni),Kombi Doğalgaz,2450000,eskisehir,3,Boş,,,Kat Mülkiyeti,1
65,80,3,1.Kat,Boş,15-Nov,Kombi Doğalgaz,1295000,eskisehir,3,Boş,Uygun,,Kat Mülkiyeti,1
90,100,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000,eskisehir,3,Boş,Uygun,Var,,1
110,120,4,1.Kat,Boş,15-Nov,Kombi Doğalgaz,2850000,eskisehir,4,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
130,145,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2875000,eskisehir,3,Boş,,Var,Kat İrtifakı,2
100,115,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2375000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
115,130,3,3.Kat,Boş,10-May,Kombi Doğalgaz,2065000,eskisehir,3,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1
125,135,4,1.Kat,,0 (Yeni),Kombi Doğalgaz,2850000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,2
90,100,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2575000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
155,165,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3500000,eskisehir,4,Boş,Uygun,Var,Kat İrtifakı,2
50,65,2,1.Kat,,0 (Yeni),Kombi Doğalgaz,1175000,eskisehir,3,Boş,Uygun,,Kat Mülkiyeti,1
285,300,6,3.Kat,,0 (Yeni),Kombi Doğalgaz,4750000,eskisehir,3,Boş,,,,3
130,140,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2500000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
90,100,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1850000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
944,945,4,,,21 Ve Üzeri,Sobalı,785000,eskisehir,1,Boş,,,,1
120,130,4,1.Kat,Boş,10-May,Kombi Doğalgaz,2350000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
110,125,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2500000,eskisehir,3,Boş,Uygun,,,1
110,130,4,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1825000,eskisehir,8,Kiracı Oturuyor,,,,1
55,65,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1550000,eskisehir,2,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
60,70,2,3.Kat,,10-May,Kombi Doğalgaz,1450000,eskisehir,4,Kiracı Oturuyor,,,Kat Mülkiyeti,1
55,60,2,2.Kat,,0 (Yeni),Kombi Doğalgaz,1400000,eskisehir,3,Boş,,,,1
60,65,2,2.Kat,Boş,0 (Yeni),Yerden Isıtma,1650000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
100,110,3,2.Kat,,0 (Yeni),Kombi Doğalgaz,2350000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
140,155,4,4.Kat,,15-Nov,Kombi Doğalgaz,4085000,eskisehir,7,Kiracı Oturuyor,,,,1
55,65,2,2.Kat,,0 (Yeni),Yerden Isıtma,1750000,eskisehir,2,Boş,,,,1
65,70,2,3.Kat,,0 (Yeni),Kombi Doğalgaz,1450000,eskisehir,3,Boş,Uygun,Var,,1
100,110,3,1.Kat,Boş,10-May,Kombi Doğalgaz,1750000,eskisehir,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
50,55,2,3.Kat,,10-May,Kombi Doğalgaz,1075000,eskisehir,3,Boş,,,,1
120,135,4,1.Kat,,10-May,Kombi Doğalgaz,2350000,eskisehir,3,Kiracı Oturuyor,Bilinmiyor,Yok,Bilinmiyor,2
105,125,4,3.Kat,,0 (Yeni),Kombi Doğalgaz,2700000,eskisehir,4,Boş,Uygun,Yok,Kat İrtifakı,1
140,160,4,3.Kat,,10-May,Kombi Doğalgaz,2075000,eskisehir,3,Mülk Sahibi Oturuyor,,,,1
50,55,2,2.Kat,Boş,0 (Yeni),Yerden Isıtma,1450000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
99,103,3,3.Kat,,0 (Yeni),Kombi Doğalgaz,2250000,eskisehir,3,Boş,,,,1
45,50,2,3.Kat,Boş,4,Kombi Doğalgaz,1140000,eskisehir,4,Boş,,Var,Kat Mülkiyeti,1
135,145,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3000000,eskisehir,3,Boş,Bilinmiyor,Var,Kat İrtifakı,2
115,125,4,3.Kat,Boş,10-May,Kombi Doğalgaz,1850000,eskisehir,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
68,75,2,1.Kat,Boş,0 (Yeni),Yerden Isıtma,1298000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
60,70,2,1.Kat,Boş,2,Kombi Doğalgaz,1150000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
110,120,3,1.Kat,Boş,10-May,Kombi Doğalgaz,2365000,eskisehir,3,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
55,65,2,1.Kat,Boş,3,Kombi Doğalgaz,1275000,eskisehir,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
140,155,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3850000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
150,170,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3650000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
50,56,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1350000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
55,65,2,Düz Giriş (Zemin),Boş,0 (Yeni),Yerden Isıtma,1250000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
95,105,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1850000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
100,110,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2200000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
65,75,2,3.Kat,Eşyalı,1,Kombi Doğalgaz,1350000,eskisehir,3,Boş,Uygun,Yok,,1
85,95,3,3.Kat,,10-May,Kombi Doğalgaz,1520000,eskisehir,3,Kiracı Oturuyor,,,,1
120,130,4,2.Kat,,0 (Yeni),Kombi Doğalgaz,2440000,eskisehir,3,Boş,,,,1
95,105,3,3.Kat,,0 (Yeni),Kombi Doğalgaz,1870000,eskisehir,3,Boş,,,,1
85,90,3,3.Kat,Boş,15-Nov,Kombi Doğalgaz,1580000,eskisehir,3,Boş,Bilinmiyor,Yok,,1
125,140,4,2.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2100000,eskisehir,4,Boş,Bilinmiyor,Var,,1
60,70,2,2.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,1190000,eskisehir,2,Boş,Bilinmiyor,Yok,,1
100,110,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000,eskisehir,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
55,60,2,2.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,1349999,eskisehir,3,Kiracı Oturuyor,Bilinmiyor,Var,,1
95,105,3,2.Kat,Boş,10-May,Kombi Doğalgaz,1445000,eskisehir,3,Kiracı Oturuyor,Bilinmiyor,Var,,1
60,70,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1400000,eskisehir,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
100,110,3,3.Kat,,10-May,Kombi Doğalgaz,2280000,eskisehir,4,Kiracı Oturuyor,Bilinmiyor,Var,,1
55,65,2,3.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,1375000,eskisehir,3,Boş,Bilinmiyor,Yok,,1
200,225,4,,Boş,16-20,Kombi Doğalgaz,4000000,eskisehir,2,Boş,Uygun,Var,Kat Mülkiyeti,2
125,135,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3125000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,2
100,110,4,1.Kat,,15-Nov,Kombi Doğalgaz,1570000,eskisehir,3,Kiracı Oturuyor,,,,1
90,110,3,2.Kat,Boş,10-May,Kombi Doğalgaz,1750000,eskisehir,4,Boş,Uygun,Var,Kat Mülkiyeti,1
110,135,4,2.Kat,Boş,10-May,Kombi Doğalgaz,3400000,eskisehir,3,Boş,Bilinmiyor,Var,,1
160,170,5,3.Kat,Boş,10-May,Kombi Doğalgaz,2300000,eskisehir,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
140,145,2,4.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2400000,eskisehir,7,Boş,Bilinmiyor,Yok,,1
75,85,3,3.Kat,Boş,10-May,Kombi Doğalgaz,1650000,eskisehir,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1
180,195,5,Yüksek Giriş,,10-May,Kombi Doğalgaz,2850000,eskisehir,3,Boş,Bilinmiyor,Var,,1
90,100,3,2.Kat,Boş,10-May,Kombi Doğalgaz,1750000,eskisehir,4,Boş,Uygun,Var,Kat Mülkiyeti,1
43,48,2,1.Kat,Boş,15-Nov,Kombi Doğalgaz,1175000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
90,100,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2350000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
60,70,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1350000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
145,160,3,Çatı Dubleks,Boş,0 (Yeni),Kombi Doğalgaz,2575000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
45,55,2,1.Kat,Eşyalı,10-May,Kombi Doğalgaz,1275000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
125,140,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,2875000,eskisehir,3,Boş,Uygun,Yok,Kat İrtifakı,2
65,75,2,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1500000,eskisehir,3,Boş,Uygun,Yok,Kat İrtifakı,1
50,55,2,1.Kat,Eşyalı,3,Kombi Doğalgaz,1550000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
220,235,5,7.Kat,,10-May,Merkezi Doğalgaz,3799999,eskisehir,8,Kiracı Oturuyor,,Yok,,2
95,105,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,1850000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,1
120,135,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2800000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,2
120,138,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3100000,eskisehir,4,Boş,Uygun,Var,Kat İrtifakı,2
55,65,2,3.Kat,Boş,10-May,Kombi Doğalgaz,1220000,eskisehir,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
90,100,2,1.Kat,Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,1300000,eskisehir,3,Boş,Bilinmiyor,Yok,,1
65,75,2,3.Kat,Boş,1,Yerden Isıtma,1100000,eskisehir,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
120,125,4,2.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,1750000,eskisehir,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
55,60,2,2.Kat,Boş,10-May,Kombi Doğalgaz,1070000,eskisehir,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1
55,60,2,2.Kat,Boş,4,Kombi Doğalgaz,1250000,eskisehir,2,Kiracı Oturuyor,Bilinmiyor,Yok,,1
65,80,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1400000,eskisehir,3,Boş,Bilinmiyor,Yok,,1
90,95,3,3.Kat,Boş,15-Nov,Kombi Doğalgaz,1550000,eskisehir,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
85,100,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1650000,eskisehir,3,Boş,Bilinmiyor,Yok,,2
65,75,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1500000,eskisehir,3,Boş,Bilinmiyor,Yok,,2
55,60,2,3.Kat,Boş,15-Nov,Kombi Doğalgaz,1350000,eskisehir,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
35,45,1,1.Kat,Boş,15-Nov,Kombi Doğalgaz,780000,eskisehir,4,Boş,Bilinmiyor,Yok,,1
90,100,3,1.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2600000,eskisehir,7,Kiracı Oturuyor,Bilinmiyor,Yok,,1
55,65,2,2.Kat,Boş,1,Kombi Doğalgaz,1350000,eskisehir,3,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
120,130,4,2.Kat,,10-May,Kombi Doğalgaz,2950000,eskisehir,4,Kiracı Oturuyor,Bilinmiyor,Var,,1
130,145,4,1.Kat,,0 (Yeni),Yerden Isıtma,3400000,eskisehir,3,Boş,Bilinmiyor,Var,,2
130,145,4,1.Kat,,0 (Yeni),Yerden Isıtma,3400000,eskisehir,3,Boş,Bilinmiyor,Var,,2
125,135,4,1.Kat,,0 (Yeni),Kombi Doğalgaz,2700000,eskisehir,3,Boş,Bilinmiyor,Var,,2
55,60,2,3.Kat,Boş,10-May,Merkezi (Pay Ölçer),1070000,eskisehir,3,Boş,Bilinmiyor,Yok,,1
85,100,3,2.Kat,Boş,15-Nov,Kombi Doğalgaz,1850000,eskisehir,4,Boş,Bilinmiyor,Yok,,1
90,110,3,1.Kat,Boş,2,Kombi Doğalgaz,1750000,eskisehir,4,Boş,Uygun,Var,Kat İrtifakı,1
60,70,2,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1500000,eskisehir,4,Boş,Uygun,Var,Kat Mülkiyeti,1
150,165,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,4500000,eskisehir,3,Boş,Bilinmiyor,Var,Kat İrtifakı,2
175,190,7,Çatı Dubleks,,0 (Yeni),Kombi Doğalgaz,3680000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,3
88,95,3,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1749000,eskisehir,3,Boş,Uygun,,Kat Mülkiyeti,1
60,70,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1400000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,1
60,70,,3.Kat,,10-May,Kombi Doğalgaz,1450000,eskisehir,4,Kiracı Oturuyor,,,Kat Mülkiyeti,1
140,170,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2750000,eskisehir,3,Boş,Uygun,Var,Kat Mülkiyeti,2
115,130,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,3100000,eskisehir,3,Boş,Uygun,,Kat Mülkiyeti,2
65,77,2,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1375000,eskisehir,2,Boş,Uygun,Var,Kat Mülkiyeti,1
60,65,2,3.Kat,Boş,10-May,Kombi Doğalgaz,1035000,eskisehir,3,Kiracı Oturuyor,,Var,,1
70,80,2,2.Kat,Boş,10-May,Kombi Doğalgaz,1290000,eskisehir,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
63,70,3,3.Kat,Boş,0 (Yeni),Yerden Isıtma,1650000,eskisehir,3,Boş,Uygun,Yok,Kat İrtifakı,1
90,110,3,2.Kat,Boş,10-May,Kombi Doğalgaz,2100000,eskisehir,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
130,140,4,2.Kat,,10-May,Kombi Doğalgaz,2000000,eskisehir,3,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1
120,130,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2500000,eskisehir,3,Boş,Uygun,Var,,1
120,135,4,5.Kat,,16-20,Kombi Doğalgaz,3050000,eskisehir,8,Kiracı Oturuyor,,,,1
95,105,3,2.Kat,,10-May,Kombi Doğalgaz,1425000,eskisehir,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
300,330,6,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3450000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,3
85,95,3,Düz Giriş (Zemin),Boş,10-May,Kombi Doğalgaz,1470000,eskisehir,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
135,145,4,2.Kat,,0 (Yeni),Kombi Doğalgaz,2800000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,2
128,138,4,3.Kat,,0 (Yeni),Kombi Doğalgaz,2750000,eskisehir,3,Boş,Uygun,Var,Kat İrtifakı,2
99,100,4,,,21 Ve Üzeri,Sobalı,495000,eskisehir,1,Boş,,,,1
95,100,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3250000,eskisehir,2,Boş,Uygun,Yok,Kat İrtifakı,1
